#Filename 	 Type 	 True z 	 True zerr 	 z 	 t0 	 x0 	 x1 	 c 	 z_err 	 t0_err 	 x0_err 	 x1_err 	 c_err 
DES_SN023940.DAT 	 1 	 0.3519 	 0.0483 	 3.9793e-01 	 5.6196e+04 	 1.3081e-05 	 1.1992e-02 	 1.2266e-01 	 2.1218e-02 	 2.8327e-01 	 3.3557e-07 	 1.7632e-01 	 2.7823e-02 	 
DES_SN024001.DAT 	 32 	 0.5350 	 0.0291 	 5.5637e-01 	 5.6148e+04 	 8.0080e-06 	 -9.9253e-05 	 4.6650e-01 	 2.2855e-01 	 8.1035e+00 	 5.0419e-06 	 9.4423e-01 	 5.8478e-01 	 
DES_SN024640.DAT 	 22 	 0.1316 	 0.0233 	 2.7280e-01 	 5.6340e+04 	 2.1384e-05 	 -1.7275e+00 	 -1.3904e-01 	 6.1846e-02 	 7.9197e-01 	 1.6734e-06 	 5.8945e-01 	 1.1018e-01 	 
DES_SN026219.DAT 	 32 	 0.5381 	 0.0325 	 5.5910e-01 	 5.6294e+04 	 9.6158e-06 	 -9.7235e-01 	 2.6821e-01 	 4.7271e-02 	 3.4580e-01 	 5.8639e-07 	 3.2641e-01 	 7.0645e-02 	 
DES_SN027401.DAT 	 22 	 0.3635 	 0.0433 	 3.2092e-01 	 5.6206e+04 	 7.3921e-06 	 3.2843e+00 	 2.0419e-01 	 2.1337e-02 	 9.1272e-01 	 6.4230e-07 	 1.3225e+00 	 5.7669e-02 	 
DES_SN028937.DAT 	 32 	 0.4879 	 0.0336 	 6.1064e-01 	 5.6212e+04 	 1.0357e-05 	 -5.3445e-01 	 2.0809e-01 	 5.6380e-02 	 4.4841e-01 	 5.9664e-07 	 5.0322e-01 	 8.6188e-02 	 
DES_SN029716.DAT 	 3 	 0.3449 	 0.0691 	 4.3175e-01 	 5.6241e+04 	 5.5963e-06 	 1.6776e-01 	 3.5039e-01 	 2.4579e-02 	 4.3918e-01 	 1.7868e-07 	 5.7189e-01 	 3.8730e-02 	 
DES_SN030041.DAT 	 1 	 0.4710 	 0.0259 	 4.9737e-01 	 5.6253e+04 	 1.3219e-05 	 7.3410e-01 	 -8.1425e-03 	 1.1676e-02 	 1.5945e-01 	 1.7552e-07 	 1.7142e-01 	 1.3477e-02 	 
DES_SN030494.DAT 	 22 	 0.2592 	 0.0412 	 4.1279e-01 	 5.6318e+04 	 3.4370e-05 	 8.7551e-01 	 -2.2579e-01 	 9.7739e-02 	 9.8229e-01 	 2.9530e-06 	 5.2899e-01 	 7.9643e-02 	 
DES_SN030647.DAT 	 22 	 0.1912 	 0.0424 	 7.2329e-01 	 5.6353e+04 	 7.9087e-06 	 -2.9222e-01 	 -1.8737e-01 	 1.8862e-01 	 1.4052e+00 	 9.3000e-07 	 5.2814e-01 	 2.5372e-01 	 
DES_SN032067.DAT 	 32 	 0.3112 	 0.0386 	 5.1189e-01 	 5.6224e+04 	 4.4569e-06 	 -1.1187e+00 	 2.6230e-01 	 9.3767e-02 	 6.8431e-01 	 6.7164e-07 	 1.7118e+00 	 1.2744e-01 	 
DES_SN032681.DAT 	 22 	 0.1581 	 0.0600 	 7.4799e-01 	 5.6220e+04 	 1.1008e-05 	 3.8661e+00 	 -1.3621e-01 	 6.8872e-02 	 1.5347e+00 	 1.0466e-06 	 1.3992e+00 	 3.8849e-02 	 
DES_SN033415.DAT 	 22 	 0.5421 	 0.0331 	 3.1837e-01 	 5.6234e+04 	 1.5352e-05 	 -3.4102e-01 	 6.3524e-02 	 2.0514e-02 	 9.0351e-01 	 6.0171e-07 	 1.3682e-01 	 8.7571e-02 	 
DES_SN033741.DAT 	 22 	 0.3599 	 0.0787 	 3.6943e-01 	 5.6312e+04 	 1.0767e-05 	 2.8814e+00 	 -3.7310e-02 	 6.6427e-02 	 4.9868e-01 	 7.0366e-07 	 1.2092e+00 	 9.8304e-02 	 
DES_SN034056.DAT 	 1 	 0.6051 	 0.0184 	 6.6539e-01 	 5.6168e+04 	 4.9446e-06 	 -1.5052e+00 	 -3.7598e-02 	 6.4293e-02 	 2.5776e+00 	 4.6409e-07 	 1.1789e+00 	 9.0746e-02 	 
DES_SN034513.DAT 	 1 	 0.5710 	 0.0505 	 5.3956e-01 	 5.6187e+04 	 1.0055e-05 	 -1.2760e-01 	 -8.9250e-02 	 3.2215e-02 	 5.4150e-01 	 3.2022e-07 	 3.7006e-01 	 4.2490e-02 	 
DES_SN035055.DAT 	 1 	 0.7221 	 0.0166 	 6.6297e-01 	 5.6223e+04 	 4.8735e-06 	 2.4815e-01 	 5.5486e-02 	 8.2939e-02 	 1.1657e+00 	 2.1133e-07 	 5.9358e-01 	 8.6176e-02 	 
DES_SN035280.DAT 	 21 	 0.5966 	 0.0420 	 6.0071e-01 	 5.6355e+04 	 1.4684e-05 	 1.0994e-01 	 -3.5106e-01 	 1.6676e-01 	 1.9248e+00 	 3.2354e-06 	 5.0591e-02 	 6.8136e-02 	 
DES_SN036287.DAT 	 22 	 0.3042 	 0.0366 	 5.4767e-01 	 5.6262e+04 	 9.5996e-06 	 2.5363e+00 	 -2.8325e-01 	 1.7438e-02 	 1.1256e+00 	 9.1054e-07 	 1.4023e+00 	 4.0452e-02 	 
DES_SN036526.DAT 	 32 	 0.4146 	 0.0281 	 7.0806e-01 	 5.6144e+04 	 2.9250e-05 	 8.3781e-01 	 -7.6680e-02 	 1.2889e-02 	 1.5856e+00 	 3.8119e-06 	 9.9595e-01 	 4.7274e-02 	 
DES_SN037264.DAT 	 33 	 0.3228 	 0.0405 	 4.7047e-01 	 5.6339e+04 	 7.3973e-06 	 -1.9704e-01 	 3.8171e-01 	 1.0358e-01 	 5.9940e-01 	 7.4828e-07 	 8.5150e-01 	 1.4971e-01 	 
DES_SN038511.DAT 	 1 	 0.3385 	 0.0335 	 5.7505e-01 	 5.6331e+04 	 1.8659e-05 	 -6.4701e-01 	 -2.1738e-01 	 9.7975e-03 	 1.3752e-01 	 4.0721e-07 	 2.7283e-01 	 1.8469e-02 	 
DES_SN039126.DAT 	 22 	 0.5413 	 0.0419 	 4.8572e-01 	 5.6202e+04 	 4.9220e-06 	 4.0982e+00 	 2.1632e-01 	 7.3407e-02 	 1.1762e+00 	 3.9863e-07 	 8.6874e-01 	 9.8692e-02 	 
DES_SN039253.DAT 	 21 	 0.5540 	 0.0263 	 3.7906e-01 	 5.6248e+04 	 7.9212e-06 	 2.9619e+00 	 -1.0150e-01 	 4.7116e-02 	 7.0185e-01 	 3.7770e-07 	 1.4143e+00 	 7.8001e-02 	 
DES_SN039488.DAT 	 1 	 0.6341 	 0.0176 	 6.0807e-01 	 5.6153e+04 	 5.7358e-06 	 -3.2817e-01 	 7.8867e-02 	 1.1297e-01 	 4.9045e+00 	 1.7330e-06 	 8.5782e-01 	 2.6576e-01 	 
DES_SN040299.DAT 	 1 	 0.3705 	 0.0619 	 4.0146e-01 	 5.6246e+04 	 2.0147e-05 	 1.8817e+00 	 1.4571e-02 	 2.7334e-02 	 4.7224e-01 	 5.7023e-07 	 3.6647e-01 	 3.7914e-02 	 
DES_SN040347.DAT 	 32 	 0.1050 	 0.0301 	 5.3772e-01 	 5.6338e+04 	 2.1342e-05 	 -7.5129e-01 	 -6.7292e-02 	 7.5623e-03 	 2.8757e-01 	 4.1740e-07 	 4.1497e-01 	 1.8644e-02 	 
DES_SN040385.DAT 	 22 	 0.3880 	 0.0248 	 1.0753e-01 	 5.6166e+04 	 3.3635e-06 	 2.5910e+00 	 9.7621e-01 	 1.9042e-02 	 2.3123e+00 	 8.0451e-07 	 7.4406e-01 	 1.0691e-01 	 
DES_SN042058.DAT 	 1 	 0.4754 	 0.0268 	 5.1514e-01 	 5.6161e+04 	 1.0005e-05 	 -1.2137e+00 	 -3.7324e-02 	 4.1046e-02 	 1.5189e+00 	 1.5236e-06 	 7.5207e-01 	 1.0281e-01 	 
DES_SN043274.DAT 	 1 	 0.5772 	 0.0311 	 6.3374e-01 	 5.6271e+04 	 5.6281e-06 	 -2.1021e-01 	 4.5969e-02 	 5.8825e-02 	 8.1401e-01 	 2.3836e-07 	 4.5913e-01 	 7.2512e-02 	 
DES_SN044248.DAT 	 1 	 0.5181 	 0.0289 	 5.0976e-01 	 5.6170e+04 	 9.1822e-06 	 -1.1107e+00 	 -2.3945e-02 	 4.1477e-02 	 1.1970e+00 	 6.1986e-07 	 5.4886e-01 	 4.3326e-02 	 
DES_SN044331.DAT 	 1 	 0.5208 	 0.0465 	 5.5833e-01 	 5.6188e+04 	 8.0374e-06 	 -2.6751e-01 	 5.1062e-02 	 1.1349e-02 	 4.1162e-01 	 1.4842e-07 	 2.6341e-01 	 1.9524e-02 	 
DES_SN046399.DAT 	 33 	 0.4879 	 0.0238 	 6.5627e-01 	 5.6229e+04 	 3.5765e-06 	 -3.9190e-01 	 3.4845e-01 	 7.1879e-02 	 9.4240e-01 	 3.3850e-07 	 7.6881e-01 	 9.1152e-02 	 
DES_SN046940.DAT 	 1 	 0.0660 	 0.0370 	 2.7034e-01 	 5.6152e+04 	 6.8182e-04 	 7.4682e-01 	 -4.3717e-01 	 2.2476e-02 	 1.3168e+00 	 4.1968e-05 	 6.7924e-01 	 3.1701e-02 	 
DES_SN047102.DAT 	 1 	 0.5538 	 0.0290 	 4.8917e-01 	 5.6295e+04 	 7.0472e-06 	 -7.5701e-01 	 3.2525e-02 	 5.6074e-02 	 6.5368e-01 	 3.3019e-07 	 4.9222e-01 	 7.5542e-02 	 
DES_SN047595.DAT 	 22 	 0.2240 	 0.0355 	 2.5928e-01 	 5.6270e+04 	 1.4033e-05 	 2.6162e+00 	 4.0366e-01 	 9.0867e-02 	 1.3626e+00 	 1.7040e-06 	 7.8217e-01 	 1.5284e-01 	 
DES_SN047665.DAT 	 1 	 0.6041 	 0.0274 	 6.2369e-01 	 5.6240e+04 	 6.0566e-06 	 -9.3784e-02 	 -9.3333e-03 	 3.7619e-02 	 4.9489e-01 	 7.5603e-08 	 1.8834e-01 	 4.1516e-02 	 
DES_SN049634.DAT 	 1 	 0.6333 	 0.0255 	 5.9529e-01 	 5.6255e+04 	 7.7870e-06 	 -4.1633e-01 	 2.1535e-02 	 8.0166e-02 	 5.0908e-01 	 7.2750e-07 	 8.0717e-01 	 7.7968e-02 	 
DES_SN050162.DAT 	 22 	 0.3615 	 0.0428 	 4.0376e-01 	 5.6315e+04 	 6.4443e-06 	 2.6635e+00 	 1.5382e-01 	 5.7445e-02 	 1.1733e+00 	 9.2705e-07 	 9.0862e-01 	 1.3324e-01 	 
DES_SN050889.DAT 	 22 	 0.3274 	 0.0369 	 1.1008e-02 	 5.6316e+04 	 1.3619e-05 	 1.2082e+00 	 4.8657e-01 	 1.8871e-03 	 1.6782e-01 	 2.2875e-06 	 1.3533e-01 	 8.3902e-02 	 
DES_SN051878.DAT 	 21 	 0.3135 	 0.0409 	 4.4373e-01 	 5.6290e+04 	 1.1993e-05 	 1.5066e+00 	 -3.0842e-01 	 1.2946e-01 	 8.3743e-01 	 1.2576e-06 	 2.0319e+00 	 1.1232e-01 	 
DES_SN051929.DAT 	 1 	 0.6871 	 0.0143 	 6.6804e-01 	 5.6310e+04 	 4.2596e-06 	 8.7881e-01 	 6.8918e-02 	 4.7780e-02 	 6.8793e-01 	 1.6309e-07 	 5.0262e-01 	 7.4769e-02 	 
DES_SN052229.DAT 	 32 	 0.4455 	 0.0600 	 5.1532e-01 	 5.6246e+04 	 8.5471e-06 	 -1.0828e+00 	 3.1589e-01 	 1.0102e-02 	 3.3045e-01 	 2.0245e-07 	 2.3922e-01 	 3.2184e-02 	 
DES_SN053969.DAT 	 1 	 0.4518 	 0.0299 	 4.1580e-01 	 5.6158e+04 	 1.3107e-05 	 -6.6009e-01 	 7.2352e-02 	 6.3355e-02 	 2.2743e+00 	 2.5386e-06 	 5.2782e-01 	 1.6070e-01 	 
DES_SN054060.DAT 	 1 	 0.8188 	 0.0204 	 4.1750e-01 	 5.6179e+04 	 3.1387e-06 	 -8.4732e-01 	 5.3487e-01 	 8.9318e-03 	 7.4747e-01 	 1.2042e-07 	 4.3952e-01 	 3.2426e-02 	 
DES_SN055270.DAT 	 1 	 0.3450 	 0.0398 	 5.5184e-01 	 5.6307e+04 	 1.5968e-05 	 -1.3999e+00 	 -2.8180e-01 	 3.2116e-02 	 5.6488e-01 	 8.9816e-07 	 5.6192e-01 	 2.3246e-02 	 
DES_SN057968.DAT 	 1 	 0.3743 	 0.0597 	 4.9301e-01 	 5.6164e+04 	 4.8018e-06 	 -1.1991e+00 	 4.1661e-01 	 1.7165e-01 	 7.3705e+00 	 2.1876e-06 	 1.4219e+00 	 3.0895e-01 	 
DES_SN058155.DAT 	 1 	 0.6191 	 0.0130 	 5.8262e-01 	 5.6172e+04 	 6.3616e-06 	 -8.4248e-01 	 -5.9824e-02 	 8.7651e-02 	 2.2073e+00 	 4.4634e-07 	 6.9595e-01 	 1.1396e-01 	 
DES_SN058498.DAT 	 32 	 0.5427 	 0.0335 	 5.0647e-01 	 5.6306e+04 	 8.8279e-06 	 -1.2496e+00 	 2.9559e-01 	 5.2044e-02 	 4.3603e-01 	 3.6271e-07 	 4.1203e-01 	 6.5698e-02 	 
DES_SN059396.DAT 	 33 	 0.3538 	 0.0213 	 4.4687e-01 	 5.6220e+04 	 5.5542e-06 	 3.7632e-01 	 4.3659e-01 	 4.8029e-02 	 5.3491e-01 	 3.8096e-07 	 3.7941e-01 	 7.0389e-02 	 
DES_SN060962.DAT 	 22 	 0.2153 	 0.0355 	 3.5464e-01 	 5.6285e+04 	 8.7284e-06 	 2.2673e+00 	 -2.8200e-02 	 3.2829e-02 	 3.9108e-01 	 6.3695e-07 	 1.1661e+00 	 6.8233e-02 	 
DES_SN061562.DAT 	 1 	 0.8067 	 0.0146 	 4.2665e-01 	 5.6238e+04 	 2.9979e-06 	 -6.7800e-02 	 4.6753e-01 	 2.3593e-02 	 7.7188e-01 	 2.0351e-07 	 6.1177e-01 	 7.1129e-02 	 
DES_SN063954.DAT 	 1 	 0.4362 	 0.0283 	 5.5112e-01 	 5.6285e+04 	 9.6167e-06 	 -8.1558e-01 	 -4.2037e-02 	 5.0539e-02 	 2.3113e-01 	 4.3764e-07 	 5.9747e-01 	 5.6087e-02 	 
DES_SN065247.DAT 	 32 	 0.5515 	 0.0314 	 5.6143e-01 	 5.6341e+04 	 7.3111e-06 	 -6.4761e-01 	 3.9269e-01 	 1.5510e-02 	 3.8957e-01 	 2.5167e-07 	 3.3607e-01 	 3.2632e-02 	 
DES_SN065530.DAT 	 22 	 0.1032 	 0.0323 	 6.8536e-01 	 5.6193e+04 	 2.8611e-05 	 1.7237e+00 	 -1.7063e-01 	 6.6386e-02 	 1.6107e+00 	 2.8842e-06 	 1.3777e+00 	 5.2036e-02 	 
DES_SN066372.DAT 	 1 	 0.6477 	 0.0164 	 6.4383e-01 	 5.6214e+04 	 5.7978e-06 	 -3.0361e-01 	 7.9746e-03 	 2.8332e-02 	 6.6929e-01 	 1.8406e-07 	 3.5805e-01 	 4.9702e-02 	 
DES_SN067434.DAT 	 1 	 0.4918 	 0.0457 	 4.2823e-01 	 5.6163e+04 	 8.9154e-06 	 -1.4557e+00 	 2.8893e-02 	 1.2768e-01 	 5.7179e+00 	 3.7966e-06 	 9.6151e-01 	 3.4474e-01 	 
DES_SN067538.DAT 	 1 	 0.3969 	 0.0542 	 4.8139e-01 	 5.6321e+04 	 1.2873e-05 	 -1.3553e-01 	 1.1391e-01 	 8.1305e-02 	 1.8787e+00 	 7.2004e-07 	 1.2411e+00 	 8.4682e-02 	 
DES_SN068170.DAT 	 1 	 0.6397 	 0.0231 	 5.7285e-01 	 5.6298e+04 	 6.7296e-06 	 -1.2740e+00 	 -8.0705e-02 	 5.8138e-02 	 6.6783e-01 	 2.5713e-07 	 4.8136e-01 	 6.5404e-02 	 
DES_SN068583.DAT 	 22 	 0.3751 	 0.0474 	 4.8640e-01 	 5.6233e+04 	 1.0047e-05 	 6.3415e-01 	 -1.4010e-01 	 7.5421e-02 	 1.4110e+00 	 3.6571e-07 	 6.7814e-01 	 1.6743e-01 	 
DES_SN068663.DAT 	 21 	 0.4153 	 0.0410 	 5.3570e-01 	 5.6194e+04 	 1.9845e-05 	 3.8040e+00 	 -2.8317e-01 	 2.4604e-02 	 8.3689e-01 	 1.3611e-06 	 1.1597e+00 	 2.9086e-02 	 
DES_SN068854.DAT 	 21 	 0.4470 	 0.0302 	 3.5139e-01 	 5.6224e+04 	 4.6458e-05 	 8.4129e-01 	 -2.0389e-01 	 6.9822e-03 	 4.3002e-01 	 2.1003e-06 	 2.2643e-01 	 1.5896e-02 	 
DES_SN070723.DAT 	 1 	 0.4153 	 0.0360 	 3.9600e-01 	 5.6351e+04 	 2.0273e-05 	 -2.8882e-01 	 -1.1656e-02 	 1.4815e-02 	 3.6987e-01 	 2.6876e-07 	 2.9365e-01 	 3.1155e-02 	 
DES_SN071299.DAT 	 22 	 0.2669 	 0.0358 	 6.9286e-01 	 5.6341e+04 	 4.9808e-06 	 -3.3900e-01 	 -3.4599e-01 	 1.2677e-01 	 1.5444e+00 	 5.0325e-07 	 2.6411e-01 	 2.5872e-02 	 
DES_SN071988.DAT 	 22 	 0.1556 	 0.0320 	 5.5371e-01 	 5.6362e+04 	 2.6983e-05 	 7.5866e-01 	 -2.4617e-01 	 2.2639e-01 	 1.9666e+00 	 5.5665e-06 	 1.2911e+00 	 2.3532e-01 	 
DES_SN074000.DAT 	 1 	 0.4037 	 0.0447 	 4.9489e-01 	 5.6206e+04 	 1.4428e-05 	 3.2486e-01 	 -6.8761e-02 	 3.6530e-02 	 3.8632e-01 	 4.7026e-07 	 2.2924e-01 	 3.1671e-02 	 
DES_SN074204.DAT 	 1 	 0.3406 	 0.0219 	 4.2833e-01 	 5.6265e+04 	 2.1837e-05 	 6.7046e-01 	 -2.6018e-02 	 3.3503e-02 	 2.6061e-01 	 3.3118e-07 	 2.8080e-01 	 4.1281e-02 	 
DES_SN074323.DAT 	 1 	 0.3698 	 0.0428 	 4.4824e-01 	 5.6238e+04 	 1.5647e-05 	 -5.4150e-01 	 -5.1906e-03 	 1.1451e-01 	 8.4266e-01 	 5.0504e-07 	 3.3946e-01 	 1.5704e-01 	 
DES_SN075961.DAT 	 21 	 0.2099 	 0.0314 	 4.2137e-01 	 5.6304e+04 	 2.7064e-05 	 2.0901e+00 	 -2.5541e-01 	 1.0879e-01 	 4.3003e+00 	 4.1043e-06 	 6.6000e-01 	 6.9513e-02 	 
DES_SN076599.DAT 	 1 	 0.3557 	 0.0277 	 4.3703e-01 	 5.6283e+04 	 1.6631e-05 	 7.3664e-01 	 4.0304e-02 	 5.5081e-02 	 4.2333e-01 	 5.2161e-07 	 2.2971e-01 	 6.4042e-02 	 
DES_SN077317.DAT 	 22 	 0.3400 	 0.0477 	 4.4771e-01 	 5.6246e+04 	 1.8657e-05 	 2.9285e+00 	 -9.4777e-02 	 5.8923e-02 	 1.0679e+00 	 1.1529e-06 	 1.9962e+00 	 1.2784e-01 	 
DES_SN077993.DAT 	 22 	 0.3517 	 0.0323 	 6.3303e-01 	 5.6317e+04 	 1.1270e-05 	 -2.6250e+00 	 -4.5545e-01 	 3.5779e-02 	 1.4139e+00 	 8.3127e-07 	 1.3168e+00 	 2.9950e-02 	 
DES_SN078241.DAT 	 32 	 0.5341 	 0.0316 	 5.3450e-01 	 5.6290e+04 	 7.5492e-06 	 -7.4862e-01 	 3.1843e-01 	 1.3893e-01 	 8.2301e-01 	 9.4050e-07 	 7.3986e-01 	 1.4669e-01 	 
DES_SN079884.DAT 	 1 	 0.6450 	 0.0357 	 5.3169e-01 	 5.6326e+04 	 5.7312e-06 	 5.0370e-01 	 9.5776e-02 	 2.1236e-01 	 3.4492e+00 	 9.5805e-07 	 2.2570e+00 	 2.3521e-01 	 
DES_SN081635.DAT 	 1 	 0.5163 	 0.0349 	 5.2513e-01 	 5.6311e+04 	 7.9681e-06 	 -6.7723e-01 	 6.6899e-02 	 1.6289e-02 	 2.0568e-01 	 1.2906e-07 	 1.4524e-01 	 2.7395e-02 	 
DES_SN081749.DAT 	 22 	 0.4738 	 0.0223 	 3.7634e-01 	 5.6285e+04 	 5.6051e-06 	 2.6472e+00 	 2.2975e-01 	 5.4943e-02 	 1.3845e+00 	 4.8097e-07 	 1.4510e+00 	 9.6631e-02 	 
DES_SN082787.DAT 	 33 	 0.2580 	 0.0377 	 4.0718e-01 	 5.6178e+04 	 1.2929e-05 	 1.1501e+00 	 4.4912e-01 	 9.3848e-02 	 2.1173e+00 	 2.3260e-06 	 6.9306e-01 	 1.9950e-01 	 
DES_SN083958.DAT 	 32 	 0.3878 	 0.0542 	 2.3715e-01 	 5.6359e+04 	 9.1257e-06 	 -1.6704e+00 	 6.3992e-02 	 5.8986e-02 	 1.5042e+00 	 1.5351e-06 	 8.8305e-01 	 1.1602e-01 	 
DES_SN084250.DAT 	 1 	 0.4090 	 0.0400 	 5.0009e-01 	 5.6200e+04 	 1.1347e-05 	 -1.6974e+00 	 -7.8267e-02 	 6.1763e-02 	 4.9558e-01 	 6.5613e-07 	 4.9241e-01 	 5.5609e-02 	 
